Compactness,Major_Axis_Length,Extent,Area,class
0.7751,394.8918,0.7485,73586,0
0.8117,385.1215,0.7273,76753,0
0.7511,384.7373,0.7404,65594,0
0.774,406.273,0.7338,77658,0
0.6945,491.3347,0.6791,91455,0
0.7477,433.2877,0.7254,82425,0
0.7299,395.3958,0.6673,65422,0
0.7536,392.3675,0.7304,68663,0
0.6965,456.5852,0.7459,79424,0
0.7414,400.8691,0.712,69375,0
0.7407,431.7003,0.7326,80306,0
0.7793,402.6828,0.72,77348,0
0.7118,444.4781,0.6945,78607,0
0.7388,421.7171,0.7276,76249,0
0.745,448.2531,0.7433,87599,0
0.7113,488.8275,0.7417,94940,0
0.7719,380.5024,0.7306,67761,0
0.749,390.5428,0.701,67203,0
0.7102,452.0542,0.7506,80955,0
0.7201,448.9059,0.7152,82069,0
0.7204,428.891,0.7118,74986,0
0.7778,388.0756,0.7027,71563,0
0.715,460.6199,0.6508,85196,0
0.7738,435.4343,0.7302,89165,0
0.8106,388.7629,0.734,77994,0
0.7042,472.9678,0.7377,87120,0
0.6992,447.6323,0.7649,76931,0
0.7398,443.8617,0.6605,84697,0
0.6915,456.0179,0.6639,78088,0
0.71,414.452,0.729,68012,0
0.7182,456.0281,0.752,84259,0
0.8027,359.5264,0.7266,65411,0
0.7333,394.6054,0.6993,65765,0
0.775,431.1216,0.7205,87681,0
0.7891,448.3096,0.7346,98296,0
0.693,459.8052,0.6748,79754,0
0.76,465.8918,0.7265,98457,0
0.6955,454.565,0.7085,78511,0
0.7711,384.5763,0.7189,69070,0
0.7539,428.6908,0.7276,82029,0
0.6885,447.5146,0.6968,74565,0
0.7314,406.6001,0.7428,69452,0
0.6959,429.9598,0.738,70305,0
0.7292,479.3655,0.6899,95964,0
0.6736,481.4847,0.7565,82618,0
0.7134,396.7096,0.664,62908,0
0.7497,408.9587,0.6502,73830,0
0.7717,371.5194,0.7197,64557,0
0.7401,437.4098,0.7462,82316,0
0.7308,417.8197,0.6679,73223,0
0.7219,386.9175,0.7284,61280,0
0.7463,388.6784,0.7251,66086,0
0.7182,463.6087,0.7202,87080,0
0.6962,446.7831,0.7109,75985,0
0.7307,399.247,0.75,66846,0
0.7383,454.1398,0.6691,88283,0
0.7782,393.978,0.7062,73832,0
0.7383,406.0595,0.662,70595,0
0.7104,388.3111,0.7221,59768,0
0.7211,399.9118,0.6542,65320,0
0.71,462.2931,0.6839,84611,0
0.8079,354.4452,0.7124,64399,0
0.7592,369.5451,0.7596,61828,0
0.7816,365.887,0.7308,64236,0
0.7446,398.421,0.6819,69119,0
0.7647,382.9289,0.7141,67342,0
0.7927,380.7039,0.7183,71531,0
0.7221,444.1511,0.7352,80791,0
0.7408,375.9761,0.7122,60925,0
0.7292,383.964,0.7029,61567,0
0.7614,385.5023,0.6995,67658,0
0.7249,415.7296,0.6928,71327,0
0.754,423.2968,0.699,80009,0
0.7294,437.5165,0.74,79991,0
0.71,420.9797,0.6985,70162,0
0.7073,438.036,0.702,75398,0
0.8213,345.6927,0.7439,63314,0
0.7734,415.7956,0.7329,81221,0
0.7097,482.777,0.738,92201,0
0.6988,438.5435,0.5919,73755,0
0.7093,412.364,0.7565,67193,0
0.7471,419.2447,0.725,77047,0
0.7398,422.3134,0.733,76657,0
0.728,448.6629,0.7438,83801,0
0.7688,461.9252,0.7201,99043,0
0.7076,430.2164,0.7068,72777,0
0.7516,383.3479,0.6678,65204,0
0.7497,453.1485,0.7505,90643,0
0.7717,384.2489,0.7316,69052,0
0.6683,430.1199,0.6375,64896,0
0.7704,418.4185,0.7512,81601,0
0.7613,393.8305,0.6798,70609,0
0.785,448.6889,0.7601,97447,0
0.7512,463.3702,0.7058,95173,0
0.728,489.7905,0.7413,99850,0
0.7349,407.4909,0.673,70434,0
0.7536,453.4358,0.7035,91706,0
0.739,407.4551,0.6986,71200,0
0.7549,385.9904,0.6488,66682,0
0.715,450.3157,0.7337,81425,0
0.6901,475.0915,0.6709,84429,0
0.7523,391.0707,0.73,67985,0
0.6946,428.1699,0.6425,69474,0
0.7329,381.3343,0.7146,61352,0
0.7298,472.1801,0.6416,93270,0
0.7104,451.4109,0.713,80759,0
0.6927,481.3909,0.6333,87336,0
0.7216,459.2949,0.7476,86264,0
0.7054,427.3409,0.7279,71368,0
0.7934,419.6184,0.7383,87049,0
0.7008,387.4814,0.7104,57907,0
0.748,407.273,0.669,72882,0
0.664,479.8095,0.6176,79709,0
0.7998,368.6867,0.7212,68292,0
0.7901,360.8383,0.7165,63837,0
0.7756,366.547,0.7014,63474,0
0.7303,443.3275,0.693,82330,0
0.6765,463.1967,0.5959,77120,0
0.6923,440.1881,0.6008,72940,0
0.7763,345.5949,0.7129,56533,0
0.6739,448.5794,0.7671,71777,0
0.7167,433.0295,0.7441,75655,0
0.7815,401.5085,0.7447,77320,0
0.7774,359.456,0.7475,61326,0
0.7378,412.9929,0.7392,72923,0
0.7979,356.6971,0.744,63618,0
0.7637,391.4948,0.6915,70217,0
0.6959,434.2415,0.758,71711,0
0.7176,393.6302,0.7223,62673,0
0.7077,450.5526,0.6775,79861,0
0.7287,446.3243,0.7143,83083,0
0.6901,423.7104,0.717,67157,0
0.7805,446.7743,0.7724,95508,0
0.6984,520.5364,0.7618,103786,0
0.7837,444.1425,0.7481,95145,0
0.7511,402.5217,0.696,71795,0
0.7165,463.0833,0.6824,86455,0
0.7227,402.0054,0.7473,66301,0
0.7355,409.9341,0.6511,71390,0
0.7026,422.238,0.6537,69113,0
0.8049,423.0971,0.7408,91077,0
0.8126,384.2641,0.7067,76581,0
0.7137,418.6039,0.665,70110,0
0.7625,380.7586,0.7465,66208,0
0.7037,455.0444,0.6172,80529,0
0.7255,397.9589,0.6746,65468,0
0.7763,451.5167,0.6923,96484,0
0.7213,494.8013,0.6674,100049,0
0.7572,398.0117,0.726,71333,0
0.7289,398.9478,0.6845,66415,0
0.7628,378.0683,0.6706,65313,0
0.7231,436.9498,0.6851,78415,0
0.7021,451.0389,0.7445,78759,0
0.7186,416.275,0.7193,70285,0
0.7801,362.4166,0.7523,62781,0
0.6873,486.2567,0.7249,87714,0
0.7388,465.6502,0.742,92954,0
0.735,457.069,0.7403,88634,0
0.7743,462.001,0.7302,100505,0
0.7428,474.1279,0.72,97403,0
0.7268,421.5552,0.6562,73723,0
0.7222,403.2218,0.7037,66612,0
0.7501,396.2666,0.7414,69397,0
0.715,427.431,0.6254,73351,0
0.7172,410.4732,0.6511,68063,0
0.691,503.9269,0.7266,95230,0
0.7616,369.5236,0.7432,62205,0
0.7619,379.0583,0.7536,65517,0
0.7119,476.7964,0.6326,90491,0
0.7154,451.6287,0.7242,81995,0
0.7325,398.3239,0.6531,66863,0
0.8095,403.3418,0.7482,83725,0
0.7014,426.7972,0.7189,70388,0
0.7224,415.8783,0.668,70892,0
0.6955,515.5599,0.6899,100980,0
0.6792,467.1289,0.7313,79049,0
0.7434,432.5995,0.693,81238,0
0.7073,431.491,0.7513,73145,0
0.7438,396.5549,0.7423,68331,0
0.7475,393.5478,0.7424,67961,0
0.6871,446.729,0.7459,73987,0
0.7704,388.0909,0.7047,70215,0
0.7227,402.3465,0.7035,66409,0
0.7161,401.2946,0.6373,64858,0
0.7619,438.6437,0.7262,87725,0
0.6824,488.4123,0.7404,87254,0
0.7524,415.4005,0.7162,76723,0
0.7017,423.6297,0.7015,69395,0
0.7597,455.8739,0.7448,94199,0
0.788,399.3788,0.7295,77786,0
0.7915,412.6351,0.6958,83773,0
0.7335,398.1767,0.7417,66987,0
0.7574,394.5982,0.6864,70151,0
0.7948,461.5564,0.7302,105706,0
0.7208,457.649,0.7502,85453,0
0.745,448.6355,0.67,87747,0
0.8209,417.3311,0.7461,92179,0
0.717,476.8586,0.684,91820,0
0.8253,372.9897,0.7245,74431,0
0.7964,342.5092,0.7517,58433,0
0.7792,446.0291,0.734,94876,0
0.7043,433.525,0.6561,73231,0
0.7375,397.593,0.7196,67526,0
0.7553,431.0919,0.708,83275,0
0.7291,448.0772,0.7613,83832,0
0.7825,443.5395,0.7272,94608,0
0.7368,386.7988,0.7476,63789,0
0.7296,416.3262,0.7185,72468,0
0.8189,435.2836,0.7403,99780,0
0.7079,426.9343,0.7245,71735,0
0.7156,482.4944,0.6879,93632,0
0.706,452.0309,0.6194,79988,0
0.7077,420.7644,0.6321,69644,0
0.7694,407.4169,0.7435,77167,0
0.6763,511.9837,0.7591,94163,0
0.6521,519.4742,0.7529,90117,0
0.8374,349.1059,0.7249,67124,0
0.8131,343.0318,0.7634,61100,0
0.6921,427.3806,0.6016,68712,0
0.721,453.8263,0.74,84080,0
0.7548,404.7765,0.746,73323,0
0.7289,394.5168,0.6561,64938,0
0.8027,437.3727,0.7325,96807,0
0.7168,423.733,0.698,72465,0
0.6827,446.233,0.75,72901,0
0.739,420.9842,0.7488,76016,0
0.7393,424.1167,0.6641,77223,0
0.6847,499.5343,0.7471,91881,0
0.7603,463.6531,0.6919,97595,0
0.7185,392.9788,0.6337,62615,0
0.7548,429.359,0.73,82487,0
0.7944,413.4251,0.7356,84724,0
0.7335,447.4694,0.6789,84614,0
0.7279,490.373,0.6782,100064,0
0.7306,431.6215,0.7052,78111,0
0.6903,456.2841,0.6929,77915,0
0.7074,432.7015,0.7265,73579,0
0.7449,381.4378,0.6728,63404,0
0.7252,504.2377,0.6996,105010,0
0.7662,416.7697,0.7138,80082,0
0.7415,402.1181,0.74,69827,0
0.6999,425.9955,0.7448,69819,0
0.7132,424.9647,0.707,72153,0
0.7293,453.394,0.6992,85873,0
0.8063,347.2939,0.7329,61581,0
0.7208,480.8746,0.7403,94355,0
0.6846,436.7326,0.7108,70219,0
0.7026,464.1115,0.6844,83523,0
0.7689,417.7749,0.7379,81040,0
0.7386,397.2811,0.7418,67627,0
0.7532,461.7105,0.7084,94993,0
0.7751,424.2902,0.7154,84934,0
0.7475,454.0345,0.7561,90475,0
0.7106,432.0858,0.6341,74050,0
0.6847,449.6801,0.586,74445,0
0.7435,409.5075,0.7367,72805,0
0.7073,406.4929,0.7026,64923,0
0.7277,416.5983,0.6359,72184,0
0.7205,430.0888,0.7403,75413,0
0.7629,392.2834,0.6913,70338,0
0.7356,420.7164,0.7465,75230,0
0.7377,491.6414,0.7256,103321,0
0.7178,473.7543,0.6784,90835,0
0.6462,555.9335,0.7449,101360,0
0.7217,386.2994,0.6626,61053,0
0.7484,445.8312,0.7205,87449,0
0.7308,467.9164,0.6447,91840,0
0.7771,380.6954,0.7481,68740,0
0.8184,395.1228,0.7514,82130,0
0.7064,437.4225,0.6202,74982,0
0.7594,427.6768,0.7279,82834,0
0.7327,402.328,0.6496,68252,0
0.7807,391.4556,0.7249,73352,0
0.7185,434.9894,0.661,76714,0
0.7384,441.1105,0.7419,83326,0
0.7528,484.5323,0.7486,104503,0
0.7414,399.7747,0.7028,68996,0
0.7515,415.3611,0.7382,76529,0
0.7153,416.9558,0.7438,69861,0
0.7124,432.0213,0.708,74403,0
0.7688,457.4477,0.6931,97138,0
0.7052,409.3489,0.7458,65452,0
0.7047,452.4235,0.6672,79841,0
0.7195,460.8719,0.6753,86359,0
0.7042,430.852,0.663,72291,0
0.7293,436.601,0.7241,79638,0
0.7797,395.0779,0.7408,74522,0
0.793,374.2791,0.7221,69184,0
0.7633,408.702,0.6947,76432,0
0.8149,434.4499,0.7508,98431,0
0.7445,480.4655,0.6611,100498,0
0.6989,444.2508,0.7332,75719,0
0.7459,426.803,0.7244,79591,0
0.6995,528.8045,0.7814,107476,0
0.7049,472.0627,0.6985,86967,0
0.7554,481.2834,0.7449,103815,0
0.6769,494.9562,0.7726,88160,0
0.7143,501.7031,0.7508,100880,0
0.7177,406.4758,0.7156,66847,0
0.7394,443.1971,0.7031,84336,0
0.7323,411.07,0.6767,71163,0
0.7084,429.1372,0.6623,72584,0
0.7767,414.9502,0.7406,81573,0
0.7529,408.6018,0.7283,74330,0
0.7142,406.9426,0.6305,66347,0
0.777,420.7138,0.7069,83925,0
0.7098,492.3795,0.7661,95944,0
0.75,371.926,0.7224,61105,0
0.7532,416.8193,0.6858,77419,0
0.7018,490.9763,0.6115,93235,0
0.7331,416.9208,0.7332,73366,0
0.7537,426.4425,0.7301,81137,0
0.7257,439.7005,0.6632,79977,0
0.7707,417.3621,0.7325,81254,0
0.7437,433.4101,0.7489,81606,0
0.7179,458.1008,0.7282,84936,0
0.6989,484.9969,0.7395,90230,0
0.7567,431.5197,0.7268,83736,0
0.79,353.6914,0.7085,61319,0
0.7322,434.7952,0.7424,79594,0
0.852,402.6564,0.7606,92432,0
0.738,391.9736,0.7308,65719,0
0.6857,490.8618,0.6398,88973,0
0.7368,396.5851,0.6507,67063,0
0.7553,426.436,0.6644,81467,0
0.6742,488.0854,0.5741,85054,0
0.7234,423.7905,0.7422,73815,0
0.755,377.8254,0.6885,63918,0
0.673,477.919,0.7208,81258,0
0.7928,414.7383,0.7424,84904,0
0.7348,411.5363,0.7521,71821,0
0.7507,405.9594,0.7216,72953,0
0.7755,379.36,0.7494,67977,0
0.6833,466.6015,0.7422,79826,0
0.7162,418.7581,0.623,70646,0
0.7233,442.9678,0.6338,80620,0
0.7142,462.9704,0.6791,85866,0
0.767,400.4821,0.7414,74110,0
0.7298,440.8586,0.7242,81302,0
0.6778,454.2106,0.7084,74432,0
0.7748,380.1906,0.6934,68147,0
0.7456,397.0835,0.6763,68837,0
0.7339,449.1391,0.6867,85336,0
0.6842,468.3376,0.7225,80648,0
0.7681,431.0769,0.6958,86107,0
0.7052,431.6865,0.7589,72792,0
0.7567,387.9749,0.7574,67696,0
0.7333,432.9876,0.6601,79177,0
0.7266,450.2301,0.7403,84062,0
0.7329,441.5246,0.7433,82231,0
0.7383,437.0912,0.7547,81788,0
0.7842,347.6688,0.6966,58377,0
0.7654,429.4275,0.6864,84842,0
0.697,439.4299,0.6823,73684,0
0.7172,427.7689,0.6623,73922,0
0.7243,458.0123,0.651,86441,0
0.7349,435.6902,0.7417,80519,0
0.6928,528.163,0.6106,105143,0
0.7473,419.47,0.7286,77170,0
0.7507,443.5243,0.7462,87064,0
0.7298,469.3404,0.7295,92150,0
0.7121,461.3105,0.7164,84765,0
0.7699,383.4004,0.7659,68434,0
0.7235,439.4104,0.6775,79384,0
0.7405,489.6105,0.6606,103248,0
0.7562,382.8722,0.7283,65832,0
0.674,470.8921,0.5939,79103,0
0.7523,412.8309,0.7467,75758,0
0.7495,443.6813,0.6573,86858,0
0.747,433.2575,0.7277,82271,0
0.7349,472.3136,0.7159,94617,0
0.8474,416.0763,0.719,97634,0
0.7943,399.8224,0.7367,79213,0
0.7579,480.564,0.7349,104191,0
0.7602,398.3945,0.7638,72049,0
0.7444,415.0854,0.6607,74979,0
0.7397,420.2925,0.7132,75917,0
0.7342,444.1066,0.6597,83502,0
0.7462,416.1231,0.6611,75732,0
0.7233,429.0606,0.7445,75637,0
0.7579,396.7388,0.6748,71014,0
0.7306,414.4705,0.6707,72013,0
0.7617,451.4888,0.7236,92886,0
0.6443,496.2107,0.6049,80288,0
0.7272,400.7618,0.7386,66703,0
0.7521,445.9253,0.7489,88345,0
0.7327,452.7063,0.7531,86421,0
0.6828,507.7077,0.6425,94386,0
0.7393,406.6575,0.6687,70981,0
0.6709,459.0467,0.7279,74491,0
0.8029,394.8831,0.7386,78956,0
0.7356,476.5906,0.7335,96523,0
0.7462,407.6927,0.6603,72689,0
0.7865,346.9407,0.706,58486,0
0.7453,488.8553,0.6803,104263,0
0.7077,452.6233,0.6112,80595,0
0.72,431.6153,0.7181,75850,0
0.7182,423.345,0.614,72612,0
0.7761,433.4547,0.7135,88884,0
0.7069,481.0053,0.7519,90812,0
0.7276,410.9877,0.745,70233,0
0.7724,428.2503,0.7242,85924,0
0.7491,485.7136,0.7282,103976,0
0.7827,379.877,0.737,69428,0
0.7588,380.9598,0.7235,65628,0
0.7404,460.4477,0.6609,91283,0
0.7054,433.8194,0.7065,73550,0
0.6807,439.2248,0.7479,70202,0
0.7777,454.1566,0.7418,97967,0
0.7279,432.7258,0.7203,77928,0
0.7435,410.8323,0.77,73284,0
0.6578,475.9479,0.6987,76992,0
0.7411,464.9419,0.7352,93244,0
0.7719,437.4032,0.7446,89531,0
0.7433,459.5174,0.7415,91618,0
0.7533,386.9588,0.7215,66737,0
0.7339,408.8479,0.7514,70719,0
0.7369,445.1947,0.7408,84532,0
0.8084,367.3137,0.7243,69250,0
0.7496,456.1275,0.7361,91825,0
0.7076,433.1016,0.7094,73772,0
0.6744,476.9696,0.7016,81266,0
0.7567,457.4919,0.755,94132,0
0.7741,384.0179,0.6904,69409,0
0.7825,415.7485,0.7302,83120,0
0.8481,383.7482,0.714,83188,0
0.7421,458.939,0.7292,91099,0
0.7087,433.9331,0.6998,74279,0
0.7547,457.1034,0.7231,93470,0
0.7277,407.1968,0.6311,68964,0
0.7597,450.0767,0.6806,91813,0
0.7672,398.219,0.6966,73315,0
0.7508,448.989,0.6593,89246,0
0.6979,487.908,0.7435,91062,0
0.8133,353.0822,0.7447,64769,0
0.7351,413.3278,0.7452,72497,0
0.7211,500.5511,0.6833,102333,0
0.6886,478.3341,0.7173,85214,0
0.7263,459.7797,0.6403,87576,0
0.7131,413.5648,0.6943,68318,0
0.6843,463.2525,0.6223,78931,0
0.7501,469.2128,0.7424,97283,0
0.7351,388.8948,0.6578,64193,0
0.729,427.4256,0.6538,76245,0
0.7526,441.8555,0.7249,86855,0
0.7284,404.7455,0.6462,68258,0
0.7198,452.3843,0.7515,83271,0
0.7013,451.5192,0.7641,78741,0
0.7398,449.8758,0.7099,86993,0
0.7419,372.1563,0.6774,59868,0
0.7498,401.273,0.6622,71097,0
0.7192,421.8169,0.641,72286,0
0.7054,431.6428,0.721,72812,0
0.7554,479.8349,0.6992,103189,0
0.7073,409.1759,0.6096,65787,0
0.827,411.2651,0.7414,90845,0
0.7038,486.9531,0.7164,92261,0
0.74,433.9624,0.7541,80996,0
0.786,387.3048,0.725,72786,0
0.7011,417.9546,0.7312,67440,0
0.7352,452.8571,0.7393,87065,0
0.7317,467.8854,0.6998,92063,0
0.7825,388.2181,0.748,72470,0
0.7691,455.9476,0.7325,96581,0
0.6808,470.9778,0.764,80759,0
0.7536,412.3576,0.7273,75842,0
0.7975,353.404,0.7103,62381,0
0.732,449.3851,0.7041,84979,0
0.701,527.2985,0.7375,107323,0
0.7518,468.6295,0.7307,97497,0
0.7756,470.9968,0.733,104814,0
0.7103,460.5551,0.709,84038,0
0.7508,405.6341,0.6715,72838,0
0.6976,431.344,0.7483,71121,0
0.7751,380.0971,0.7469,68165,0
0.796,388.4408,0.7543,75084,0
0.6908,485.5023,0.5924,88354,0
0.7707,430.6553,0.7453,86511,0
0.7751,424.3553,0.6983,84980,0
0.7813,433.6418,0.7148,90161,0
0.7971,360.9694,0.7476,65024,0
0.709,474.2053,0.6428,88773,0
0.7414,399.2906,0.6886,68837,0
0.7065,478.7776,0.6194,89861,0
0.75,441.4744,0.7164,86097,0
0.7502,414.1834,0.7258,75834,0
0.9049,320.8446,0.6315,66204,0
0.7356,404.4823,0.7609,69537,0
0.7622,394.2224,0.7437,70910,0
0.7247,437.5652,0.6964,78984,0
0.7653,446.3604,0.7352,91652,0
0.7032,439.5387,0.6043,75035,0
0.7192,425.3559,0.6878,73492,0
0.7381,473.2304,0.7077,95827,0
0.763,417.1719,0.7002,79578,0
0.6645,413.3942,0.7395,59260,0
0.68,471.8584,0.593,80861,0
0.7772,447.2711,0.7462,94907,0
0.7337,426.1421,0.7013,76780,0
0.7462,409.1764,0.6861,73218,0
0.7497,449.708,0.738,89286,0
0.7455,443.0986,0.5939,85705,0
0.7028,434.2372,0.7034,73159,0
0.7188,421.9415,0.7431,72238,0
0.7558,374.3887,0.6775,62878,0
0.715,494.1896,0.6248,98057,0
0.7482,411.3549,0.7311,74397,0
0.7163,452.617,0.7268,82560,0
0.6632,478.7956,0.5659,79189,0
0.7414,400.1709,0.7226,69138,0
0.7411,399.6163,0.7173,68894,0
0.7749,387.4363,0.6775,70796,0
0.7311,400.4162,0.6561,67314,0
0.7408,471.2567,0.7269,95732,0
0.7325,393.7618,0.6664,65336,0
0.7291,417.1807,0.6437,72664,0
0.7471,450.5133,0.6984,88983,0
0.7183,422.9586,0.7494,72500,0
0.7481,404.4106,0.6868,71895,0
0.7253,422.3591,0.638,73703,0
0.6518,471.4994,0.6026,74188,0
0.7507,439.0822,0.747,85339,0
0.7172,420.3461,0.7093,71372,0
0.7472,398.9903,0.7461,69799,0
0.7129,418.1591,0.6558,69792,0
0.7844,394.8053,0.7041,75331,0
0.7736,445.3776,0.7635,93246,0
0.7702,477.3815,0.7002,106188,0
0.7181,428.3555,0.7217,74308,0
0.7253,434.8142,0.7077,78124,0
0.7317,400.1476,0.7422,67334,0
0.7067,505.5379,0.7518,100253,0
0.777,462.7132,0.7259,101525,0
0.7804,439.7017,0.7365,92472,0
0.697,427.1444,0.6222,69621,0
0.7183,421.5184,0.7195,72003,0
0.6684,498.7052,0.7379,87277,0
0.7693,422.5292,0.7064,82992,0
0.7597,413.3884,0.7409,77464,0
0.7493,455.9727,0.7416,91673,0
0.7394,447.8378,0.6948,86117,0
0.731,413.6906,0.6674,71826,0
0.737,383.6639,0.6956,62802,0
0.7278,404.6255,0.7065,68106,0
0.684,459.7527,0.6373,77680,0
0.7652,409.9255,0.6973,77279,0
0.7408,400.0745,0.7312,68983,0
0.7853,444.6007,0.7445,95747,0
0.7374,407.9111,0.7294,71069,0
0.7264,419.7658,0.7444,73013,0
0.7282,404.2439,0.6468,68063,0
0.7437,446.9185,0.7299,86775,0
0.7667,406.9421,0.7168,76461,0
0.7168,457.513,0.629,84473,0
0.8009,359.7529,0.7486,65205,0
0.7321,409.978,0.7004,70747,0
0.7176,426.2266,0.6292,73471,0
0.7571,370.2319,0.7008,61712,0
0.6877,469.1301,0.7354,81737,0
0.7005,437.0082,0.6077,73594,0
0.7134,448.2145,0.6593,80305,0
0.7279,447.1615,0.6698,83202,0
0.7187,463.8239,0.6582,87264,0
0.7528,452.3599,0.7281,91078,0
0.7086,437.7566,0.6162,75571,0
0.8356,436.0609,0.7356,104272,0
0.7589,409.0045,0.6585,75675,0
0.7061,470.4667,0.7446,86667,0
0.7128,480.4483,0.6927,92116,0
0.8169,331.6936,0.7224,57665,0
0.7141,477.0608,0.6806,91155,0
0.7009,474.2377,0.6218,86767,0
0.766,432.5198,0.7244,86206,0
0.788,374.2233,0.7648,68297,0
0.7379,426.9829,0.7229,77957,0
0.7839,431.7668,0.7534,89964,0
0.73,433.1935,0.7277,78541,0
0.7366,380.8563,0.7522,61809,0
0.7023,439.7919,0.6145,74924,0
0.7838,361.8204,0.7082,63159,0
0.7062,495.2018,0.7145,96049,0
0.724,467.1314,0.652,89824,0
0.772,360.6506,0.7439,60885,0
0.7435,396.5768,0.7276,68275,0
0.7509,405.1174,0.7188,72689,0
0.7478,465.3052,0.728,95095,0
0.7226,444.9393,0.7148,81198,0
0.7813,366.1481,0.7404,64276,0
0.78,403.2743,0.7397,77715,0
0.7178,414.5252,0.6144,69528,0
0.8077,340.6951,0.7382,59466,0
0.7497,421.6898,0.7335,78502,0
0.6471,483.5875,0.7629,76910,1
0.6175,629.723,0.744,118751,1
0.6533,508.1608,0.7189,86565,1
0.6248,484.9191,0.6187,72106,1
0.6518,509.7207,0.7411,86686,1
0.6216,549.6899,0.7226,91703,1
0.6806,517.7879,0.7294,97531,1
0.6797,463.9883,0.7505,78118,1
0.674,493.0099,0.7274,86731,1
0.6702,544.9057,0.7251,104732,1
0.6673,511.9812,0.65,91678,1
0.6805,482.637,0.7515,84720,1
0.6437,465.1036,0.7506,70395,1
0.6175,521.3143,0.781,81401,1
0.6739,547.3261,0.7254,106858,1
0.6257,533.5277,0.7666,87522,1
0.6195,548.6057,0.7059,90721,1
0.6762,552.5687,0.723,109667,1
0.6487,571.4244,0.7647,107910,1
0.6843,485.8018,0.6916,86793,1
0.631,520.9572,0.7335,84878,1
0.5732,648.4012,0.7492,108497,1
0.6475,488.4605,0.545,78553,1
0.6513,444.9582,0.7702,65952,1
0.5907,543.134,0.7797,80839,1
0.7013,504.1767,0.7522,98203,1
0.6536,492.0282,0.7597,81230,1
0.6745,445.6337,0.7506,70952,1
0.6436,546.8565,0.7456,97302,1
0.7336,420.6346,0.7505,74778,1
0.6174,538.743,0.7215,86887,1
0.7132,439.5001,0.7363,77175,1
0.6799,430.8914,0.7446,67404,1
0.6458,512.3587,0.5494,85990,1
0.6888,447.8655,0.7604,74748,1
0.6971,449.4759,0.7336,77106,1
0.6848,540.7225,0.7457,107678,1
0.7415,473.195,0.7643,96680,1
0.6713,545.2486,0.7217,105209,1
0.619,574.146,0.7429,99190,1
0.6329,557.3061,0.7723,97725,1
0.6761,438.7323,0.7737,69106,1
0.6781,503.7944,0.7627,91674,1
0.7495,415.7299,0.7282,76262,1
0.6887,399.6035,0.7473,59486,1
0.6153,408.7322,0.6499,49673,1
0.6659,526.8432,0.654,96657,1
0.6992,384.6624,0.7395,56819,1
0.7457,416.0386,0.7248,75593,1
0.6252,395.8028,0.645,48098,1
0.6367,442.5379,0.5269,62349,1
0.6834,400.6413,0.649,58876,1
0.672,494.6591,0.6295,86778,1
0.6643,388.9863,0.6538,52447,1
0.7018,372.0836,0.6261,53554,1
0.6928,383.5621,0.7201,55462,1
0.6379,471.63,0.5353,71099,1
0.6161,488.2891,0.5132,71077,1
0.6342,430.2003,0.746,58469,1
0.6377,482.369,0.6886,74319,1
0.6393,491.0461,0.7679,77390,1
0.6462,423.6421,0.5537,58852,1
0.7175,403.4995,0.7102,65824,1
0.7363,364.9163,0.7175,56700,1
0.6241,430.8933,0.6397,56801,1
0.7053,377.8193,0.6657,55763,1
0.6715,457.3227,0.7382,74071,1
0.6434,432.6189,0.7435,60851,1
0.7349,465.0748,0.7515,91744,1
0.7,424.371,0.7359,69300,1
0.6416,457.9863,0.7615,67810,1
0.6308,409.2241,0.6559,52342,1
0.7004,454.0608,0.6566,79427,1
0.6909,385.8759,0.7054,55816,1
0.6306,479.4962,0.6833,71810,1
0.6617,548.9053,0.7831,103614,1
0.6639,398.7896,0.7954,55045,1
0.713,442.4214,0.7405,78143,1
0.7111,383.8019,0.7558,58509,1
0.6639,405.4002,0.7651,56899,1
0.7,409.7334,0.7466,64602,1
0.6721,413.9636,0.7501,60805,1
0.5753,544.9214,0.7768,77194,1
0.671,455.4035,0.7264,73348,1
0.6366,425.6812,0.7376,57677,1
0.7209,468.1915,0.7427,89466,1
0.6602,461.3657,0.7574,72862,1
0.656,543.4908,0.6112,99828,1
0.6587,483.7234,0.7461,79737,1
0.6613,412.5136,0.7257,58442,1
0.7198,418.8909,0.7299,71410,1
0.6063,538.4761,0.7619,83714,1
0.6573,523.6643,0.6613,93057,1
0.6003,567.2408,0.6763,91054,1
0.6814,478.7109,0.7715,83557,1
0.647,528.1439,0.757,91699,1
0.6552,535.843,0.7059,96801,1
0.6571,460.163,0.5987,71802,1
0.6104,501.9077,0.6427,73706,1
0.6083,596.3469,0.6915,103347,1
0.6249,619.1037,0.5828,117550,1
0.7073,447.7541,0.7223,78779,1
0.6796,508.6896,0.5796,93857,1
0.6309,534.3757,0.5226,89270,1
0.619,608.3765,0.6208,111395,1
0.6768,476.392,0.5812,81639,1
0.7159,496.8541,0.6471,99376,1
0.6406,510.4825,0.7495,83981,1
0.6363,398.3902,0.7591,50475,1
0.644,530.5746,0.7461,91684,1
0.7294,356.819,0.6501,53205,1
0.7316,502.2032,0.6635,106008,1
0.6873,488.1864,0.6123,88420,1
0.6737,486.519,0.6865,84373,1
0.6839,496.1649,0.6819,90427,1
0.6589,451.3748,0.6239,69480,1
0.6859,482.8489,0.756,86142,1
0.6724,397.8658,0.5929,56207,1
